id,timestamp,user,activity,filename,word
420,7/3/2024 10:23:01,nav_speaker1,receive lookup results, , 
421,7/3/2024 10:23:31,nav_speaker1,look up,3_Die_Verwandlung.txt,Gespräche
422,7/3/2024 10:23:31,nav_speaker1,receive lookup results, , 
423,7/3/2024 10:23:47,nav_speaker1,look up,3_Die_Verwandlung.txt,Geschäftsleute
424,7/3/2024 10:23:47,nav_speaker1,receive lookup results, , 
425,7/3/2024 10:25:30,nav_speaker1,look up,3_Die_Verwandlung.txt,Eltern
426,7/3/2024 10:25:31,nav_speaker1,receive lookup results, , 
427,7/3/2024 10:25:56,nav_speaker1,look up,3_Die_Verwandlung.txt,Sorgen
428,7/3/2024 10:25:57,nav_speaker1,receive lookup results, , 
429,7/3/2024 10:26:18,nav_speaker1,select file to upload, , 
430,7/3/2024 10:26:18,nav_speaker1,upload file: compounds.txt, , 
431,7/3/2024 10:26:20,nav_speaker1,open file,3_compounds.txt, 
432,7/3/2024 10:26:43,nav_speaker1,look up,3_compounds.txt,Elektrizitätswirtschaftsorganisationsgesetz
433,7/3/2024 10:26:44,nav_speaker1,receive lookup results, , 
434,7/3/2024 10:26:47,nav_speaker1,decompound,3_compounds.txt,Elektrizitätswirtschaftsorganisationsgesetz
435,7/3/2024 10:26:52,nav_speaker1,receive decompound results, , 
436,7/3/2024 10:28:01,nav_speaker1,look up,3_compounds.txt,Grundstücksverkehrsgenehmigungszuständigkeitsübertragungsverordnung
437,7/3/2024 10:28:02,nav_speaker1,receive lookup results, , 
438,7/3/2024 10:28:04,nav_speaker1,decompound,3_compounds.txt,Grundstücksverkehrsgenehmigungszuständigkeitsübertragungsverordnung
439,7/3/2024 10:28:10,nav_speaker1,receive decompound results, , 
440,7/3/2024 10:30:01,nav_speaker1,look up,3_compounds.txt,Bundesausbildungsförderungsgesetz
441,7/3/2024 10:30:02,nav_speaker1,receive lookup results, , 
442,7/3/2024 10:30:11,nav_speaker1,decompound,3_compounds.txt,Bundesausbildungsförderungsgesetz
443,7/3/2024 10:30:16,nav_speaker1,receive decompound results, , 
444,7/3/2024 10:31:38,nav_speaker1,open file,3_Die_Verwandlung.txt, 
445,7/3/2024 10:31:46,nav_speaker1,open file,3_Die_Verwandlung.txt, 
446,7/3/2024 10:31:59,nav_speaker1,look up,3_Die_Verwandlung.txt,copy
447,7/3/2024 10:32:00,nav_speaker1,receive lookup results, , 
448,7/3/2024 10:32:08,nav_speaker1,look up,3_Die_Verwandlung.txt,copy
449,7/3/2024 10:32:09,nav_speaker1,receive lookup results, , 
450,7/3/2024 10:32:22,nav_speaker1,look up,3_Die_Verwandlung.txt,the
451,7/3/2024 10:32:23,nav_speaker1,receive lookup results, , 
452,7/3/2024 10:32:32,nav_speaker1,look up,3_Die_Verwandlung.txt,You
453,7/3/2024 10:32:33,nav_speaker1,receive lookup results, , 
454,7/3/2024 10:32:47,nav_speaker1,search all results,3_Die_Verwandlung.txt,You
455,7/3/2024 10:32:47,nav_speaker1,receive lookup results, , 
456,7/3/2024 10:33:10,nav_speaker1,decompound,3_Die_Verwandlung.txt,You
457,7/3/2024 10:33:15,nav_speaker1,receive decompound results, , 
458,7/3/2024 10:33:25,nav_speaker1,look up,3_Die_Verwandlung.txt,Verwandlung
459,7/3/2024 10:33:25,nav_speaker1,receive lookup results, , 
460,7/3/2024 10:33:28,nav_speaker1,search all results,3_Die_Verwandlung.txt,Verwandlung
461,7/3/2024 10:33:28,nav_speaker1,receive lookup results, , 
462,7/3/2024 10:33:41,nav_speaker1,click add word button, , 
463,7/3/2024 10:33:41,nav_speaker1,add to vocab,3_Die_Verwandlung.txt,Verwandlung
464,7/3/2024 10:33:55,nav_speaker1,edit definition,3_Die_Verwandlung.txt,Verwandlung
465,7/3/2024 10:34:02,nav_speaker1,open file,3_Die_Verwandlung.txt, 
466,7/3/2024 10:34:05,nav_speaker1,look up,3_Die_Verwandlung.txt,the
467,7/3/2024 10:34:05,nav_speaker1,receive lookup results, , 
468,7/3/2024 10:34:07,nav_speaker1,decompound,3_Die_Verwandlung.txt,the
469,7/3/2024 10:34:11,nav_speaker1,receive decompound results, , 
470,7/3/2024 10:34:19,nav_speaker1,look up,3_Die_Verwandlung.txt,Verwandlung
471,7/3/2024 10:34:19,nav_speaker1,receive lookup results, , 
472,7/3/2024 10:34:21,nav_speaker1,decompound,3_Die_Verwandlung.txt,Verwandlung
473,7/3/2024 10:34:26,nav_speaker1,receive decompound results, , 
474,7/3/2024 12:10:16,native_speaker2,log in, , 
475,7/3/2024 12:11:25,native_speaker2,select dict to upload, , 
476,7/3/2024 12:11:46,native_speaker2,dict processed, , 
477,7/3/2024 12:12:44,native_speaker2,select dict to upload, , 
478,7/3/2024 12:13:07,native_speaker2,dict processed, , 
479,7/3/2024 12:15:20,native_speaker2,select dict to upload, , 
480,7/3/2024 12:16:59,native_speaker2,select dict to upload, , 
481,7/3/2024 12:18:07,native_speaker2,select dict to upload, , 
482,7/3/2024 12:19:12,native_speaker2,select file to upload, , 
483,7/3/2024 12:19:12,native_speaker2,upload file: Ein Hungerkünstler.txt, , 
484,7/3/2024 12:21:02,native_speaker2,select file to upload, , 
485,7/3/2024 12:21:02,native_speaker2,upload file: sample_text.txt, , 
486,7/3/2024 12:21:05,native_speaker2,delete file: 4_Ein_Hungerkunstler.txt, , 
487,7/3/2024 12:23:04,native_speaker2,select file to upload, , 
488,7/3/2024 12:23:04,native_speaker2,upload file: compound_words.txt, , 
489,7/3/2024 12:23:06,native_speaker2,open file,4_compound_words.txt, 
490,7/3/2024 12:23:08,native_speaker2,look up,4_compound_words.txt,Rinderkennzeichnungsfleischetikettierungsüberwachungsaufgabenübertragungsgesetz
491,7/3/2024 12:23:10,native_speaker2,receive lookup results, , 
492,7/3/2024 12:23:11,native_speaker2,decompound,4_compound_words.txt,Rinderkennzeichnungsfleischetikettierungsüberwachungsaufgabenübertragungsgesetz
493,7/3/2024 12:23:18,native_speaker2,receive decompound results, , 
494,7/3/2024 12:24:52,native_speaker2,select dict to upload, , 
495,7/3/2024 12:25:17,native_speaker2,dict processed, , 
496,7/3/2024 12:25:34,native_speaker2,select dict to upload, , 
497,7/3/2024 12:25:50,native_speaker2,log in, , 
498,7/3/2024 12:25:57,native_speaker2,select dict to upload, , 
499,7/3/2024 12:26:14,native_speaker2,dict processed, , 
500,7/3/2024 12:26:20,native_speaker2,select dict to upload, , 
501,7/3/2024 12:26:40,native_speaker2,dict processed, , 
502,7/3/2024 12:26:45,native_speaker2,select dict to upload, , 
503,7/3/2024 12:26:55,native_speaker2,select dict to upload, , 
504,7/3/2024 12:27:26,native_speaker2,select dict to upload, , 
505,7/3/2024 12:27:52,native_speaker2,select dict to upload, , 
506,7/3/2024 12:28:44,native_speaker2,select dict to upload, , 
507,7/3/2024 12:29:19,native_speaker2,select dict to upload, , 
508,7/3/2024 12:29:40,native_speaker2,dict processed, , 
509,7/3/2024 12:32:09,native_speaker3,log in, , 
510,7/3/2024 12:32:25,native_speaker3,select dict to upload, , 
511,7/3/2024 12:37:11,native_speaker3,select dict to upload, , 
512,7/3/2024 12:37:34,native_speaker3,dict processed, , 
513,7/3/2024 12:37:40,native_speaker3,select dict to upload, , 
514,7/3/2024 12:38:05,native_speaker3,dict processed, , 
515,7/3/2024 12:38:11,native_speaker3,select dict to upload, , 
516,7/3/2024 12:38:41,native_speaker3,dict processed, , 
517,7/3/2024 12:38:47,native_speaker3,select dict to upload, , 
518,7/3/2024 12:39:13,native_speaker3,dict processed, , 
519,7/3/2024 12:40:04,native_speaker3,select file to upload, , 
520,7/3/2024 12:40:04,native_speaker3,upload file: sample_text_daumelieschen.txt, , 
521,7/3/2024 12:50:34,native_speaker3,open file,5_sample_text_daumelieschen.txt, 
522,7/3/2024 12:50:45,native_speaker3,log in, , 
523,7/3/2024 12:50:46,native_speaker3,open file,5_sample_text_daumelieschen.txt, 
524,7/3/2024 12:50:56,native_speaker3,look up,5_sample_text_daumelieschen.txt,hinunter
525,7/3/2024 12:50:57,native_speaker3,receive lookup results, , 
526,7/3/2024 12:51:02,native_speaker3,look up,5_sample_text_daumelieschen.txt,hereingehüpft
527,7/3/2024 12:51:03,native_speaker3,receive lookup results, , 
528,7/3/2024 12:51:14,native_speaker3,look up,5_sample_text_daumelieschen.txt,fragte
529,7/3/2024 12:51:14,native_speaker3,receive lookup results, , 
530,7/3/2024 12:51:22,native_speaker3,look up,5_sample_text_daumelieschen.txt,Bauernfelde
531,7/3/2024 12:51:24,native_speaker3,receive lookup results, , 
532,7/3/2024 12:51:44,native_speaker3,look up,5_sample_text_daumelieschen.txt,hervor
533,7/3/2024 12:51:45,native_speaker3,receive lookup results, , 
534,7/3/2024 12:51:50,native_speaker3,look up,5_sample_text_daumelieschen.txt,heim
535,7/3/2024 12:51:51,native_speaker3,receive lookup results, , 
536,7/3/2024 12:51:56,native_speaker3,look up,5_sample_text_daumelieschen.txt,Knospe
537,7/3/2024 12:51:57,native_speaker3,receive lookup results, , 
538,7/3/2024 12:52:01,native_speaker3,look up,5_sample_text_daumelieschen.txt,gefüttert
539,7/3/2024 12:52:01,native_speaker3,receive lookup results, , 
540,7/3/2024 12:52:04,native_speaker3,look up,5_sample_text_daumelieschen.txt,Lege
541,7/3/2024 12:52:05,native_speaker3,receive lookup results, , 
542,7/3/2024 12:52:11,native_speaker3,look up,5_sample_text_daumelieschen.txt,hervor
543,7/3/2024 12:52:12,native_speaker3,receive lookup results, , 
544,7/3/2024 12:52:25,native_speaker3,look up,5_sample_text_daumelieschen.txt,_Däumelieschen_
545,7/3/2024 12:52:26,native_speaker3,receive lookup results, , 
546,7/3/2024 12:52:31,native_speaker3,search all results,5_sample_text_daumelieschen.txt,Däumelieschen
547,7/3/2024 12:52:32,native_speaker3,receive lookup results, , 
548,7/3/2024 12:52:38,native_speaker3,look up,5_sample_text_daumelieschen.txt,Blumengriffel
549,7/3/2024 12:52:39,native_speaker3,receive lookup results, , 
550,7/3/2024 12:52:42,native_speaker3,look up,5_sample_text_daumelieschen.txt,Knall
551,7/3/2024 12:52:43,native_speaker3,receive lookup results, , 
552,7/3/2024 12:52:46,native_speaker3,look up,5_sample_text_daumelieschen.txt,Wallnußschale
553,7/3/2024 12:52:47,native_speaker3,receive lookup results, , 
554,7/3/2024 12:52:51,native_speaker3,look up,5_sample_text_daumelieschen.txt,Wiege
555,7/3/2024 12:52:51,native_speaker3,receive lookup results, , 
556,7/3/2024 12:52:54,native_speaker3,look up,5_sample_text_daumelieschen.txt,Veilchenblätter
557,7/3/2024 12:52:55,native_speaker3,receive lookup results, , 
558,7/3/2024 12:52:56,native_speaker3,decompound,5_sample_text_daumelieschen.txt,Veilchenblätter
559,7/3/2024 12:53:02,native_speaker3,receive decompound results, , 
560,7/3/2024 12:53:44,native_speaker3,look up,5_sample_text_daumelieschen.txt,größer
561,7/3/2024 12:53:44,native_speaker3,receive lookup results, , 
562,7/3/2024 12:53:53,native_speaker3,look up,5_sample_text_daumelieschen.txt,hernieder
563,7/3/2024 12:53:54,native_speaker3,receive lookup results, , 
564,7/3/2024 12:53:59,native_speaker3,look up,5_sample_text_daumelieschen.txt,schlief
565,7/3/2024 12:53:59,native_speaker3,receive lookup results, , 
566,7/3/2024 12:54:03,native_speaker3,look up,5_sample_text_daumelieschen.txt,sumpfig
567,7/3/2024 12:54:04,native_speaker3,receive lookup results, , 
568,7/3/2024 12:54:12,native_speaker3,look up,5_sample_text_daumelieschen.txt,inmitten
569,7/3/2024 12:54:12,native_speaker3,receive lookup results, , 
570,7/3/2024 12:54:16,native_speaker3,look up,5_sample_text_daumelieschen.txt,Morgengrauen
571,7/3/2024 12:54:16,native_speaker3,receive lookup results, , 
572,7/3/2024 12:54:21,native_speaker3,look up,5_sample_text_daumelieschen.txt,wahrnahm
573,7/3/2024 12:54:22,native_speaker3,receive lookup results, , 
574,7/3/2024 12:54:46,native_speaker3,look up,5_sample_text_daumelieschen.txt,pflanzte
575,7/3/2024 12:54:47,native_speaker3,receive lookup results, , 
576,7/3/2024 12:54:54,native_speaker3,look up,5_sample_text_daumelieschen.txt,hervor
577,7/3/2024 12:54:56,native_speaker3,receive lookup results, , 
578,7/3/2024 12:55:03,native_speaker3,search all results,5_sample_text_daumelieschen.txt,hervorwachsen
579,7/3/2024 12:55:03,native_speaker3,receive lookup results, , 
580,7/3/2024 12:59:26,native_speaker3,select file to upload, , 
581,7/3/2024 12:59:27,native_speaker3,upload file: sample_text3.txt, , 
582,7/3/2024 12:59:32,native_speaker3,delete file: 5_sample_text3.txt, , 
583,7/3/2024 12:59:35,native_speaker3,select file to upload, , 
584,7/3/2024 12:59:35,native_speaker3,upload file: sample_text_die_stoerche.txt, , 
585,7/3/2024 12:59:36,native_speaker3,open file,5_sample_text_die_stoerche.txt, 
586,7/3/2024 12:59:40,native_speaker3,look up,5_sample_text_die_stoerche.txt,Storchnest
587,7/3/2024 12:59:41,native_speaker3,receive lookup results, , 
588,7/3/2024 12:59:43,native_speaker3,decompound,5_sample_text_die_stoerche.txt,Storchnest
589,7/3/2024 12:59:48,native_speaker3,receive decompound results, , 
590,7/3/2024 12:59:51,native_speaker3,look up,5_sample_text_die_stoerche.txt,gedrechselt
591,7/3/2024 12:59:52,native_speaker3,receive lookup results, , 
592,7/3/2024 12:59:58,native_speaker3,look up,5_sample_text_die_stoerche.txt,stand
593,7/3/2024 12:59:58,native_speaker3,receive lookup results, , 
594,7/3/2024 13:00:02,native_speaker3,look up,5_sample_text_die_stoerche.txt,sieht
595,7/3/2024 13:00:02,native_speaker3,receive lookup results, , 
596,7/3/2024 13:00:07,native_speaker3,look up,5_sample_text_die_stoerche.txt,Schildwache
597,7/3/2024 13:00:07,native_speaker3,receive lookup results, , 
598,7/3/2024 13:00:11,native_speaker3,look up,5_sample_text_die_stoerche.txt,Kinder
599,7/3/2024 13:00:11,native_speaker3,receive lookup results, , 
600,7/3/2024 13:00:14,native_speaker3,look up,5_sample_text_die_stoerche.txt,Schar
601,7/3/2024 13:00:14,native_speaker3,receive lookup results, , 
602,7/3/2024 13:00:18,native_speaker3,look up,5_sample_text_die_stoerche.txt,hervorstreckten
603,7/3/2024 13:00:20,native_speaker3,receive lookup results, , 
604,7/3/2024 13:00:26,native_speaker3,look up,5_sample_text_die_stoerche.txt,steif
605,7/3/2024 13:00:26,native_speaker3,receive lookup results, , 
606,7/3/2024 13:00:30,native_speaker3,look up,5_sample_text_die_stoerche.txt,stand
607,7/3/2024 13:00:31,native_speaker3,receive lookup results, , 
608,7/3/2024 13:00:33,native_speaker3,look up,5_sample_text_die_stoerche.txt,starr
609,7/3/2024 13:00:34,native_speaker3,receive lookup results, , 
610,7/3/2024 13:00:42,native_speaker3,look up,5_sample_text_die_stoerche.txt,Sünde
611,7/3/2024 13:00:43,native_speaker3,receive lookup results, , 
612,7/3/2024 13:00:48,native_speaker3,look up,5_sample_text_die_stoerche.txt,Kinder
613,7/3/2024 13:00:48,native_speaker3,receive lookup results, , 
614,7/3/2024 13:00:52,native_speaker3,look up,5_sample_text_die_stoerche.txt,Teil
615,7/3/2024 13:00:53,native_speaker3,receive lookup results, , 
616,7/3/2024 13:00:57,native_speaker3,look up,5_sample_text_die_stoerche.txt,nahm
617,7/3/2024 13:00:58,native_speaker3,receive lookup results, , 
618,7/3/2024 13:01:06,native_speaker3,look up,5_sample_text_die_stoerche.txt,zurück
619,7/3/2024 13:01:06,native_speaker3,receive lookup results, , 
620,7/3/2024 13:01:16,native_speaker3,look up,5_sample_text_die_stoerche.txt,abgekehlt
621,7/3/2024 13:01:18,native_speaker3,receive lookup results, , 
622,7/3/2024 13:01:22,native_speaker3,look up,5_sample_text_die_stoerche.txt,gepfählt
623,7/3/2024 13:01:23,native_speaker3,receive lookup results, , 
624,7/3/2024 13:01:29,native_speaker3,look up,5_sample_text_die_stoerche.txt,einüben
625,7/3/2024 13:01:30,native_speaker3,receive lookup results, , 
626,7/3/2024 13:01:37,native_speaker3,look up,5_sample_text_die_stoerche.txt,gepfählt
627,7/3/2024 13:01:38,native_speaker3,receive lookup results, , 
628,7/3/2024 13:01:42,native_speaker3,look up,5_sample_text_die_stoerche.txt,sagen
629,7/3/2024 13:01:42,native_speaker3,receive lookup results, , 
630,7/3/2024 13:04:29,native_speaker3,select file to upload, , 
631,7/3/2024 13:04:29,native_speaker3,upload file: sample_text_doktorwein.txt, , 
632,7/3/2024 13:04:34,native_speaker3,delete file: 5_sample_text_daumelieschen.txt, , 
633,7/3/2024 13:04:34,native_speaker3,delete file: 5_sample_text_die_stoerche.txt, , 
634,7/3/2024 13:04:35,native_speaker3,open file,5_sample_text_doktorwein.txt, 
635,7/3/2024 13:04:40,native_speaker3,look up,5_sample_text_doktorwein.txt,alter
636,7/3/2024 13:04:40,native_speaker3,receive lookup results, , 
637,7/3/2024 13:04:53,native_speaker3,look up,5_sample_text_doktorwein.txt,ruft
638,7/3/2024 13:04:54,native_speaker3,receive lookup results, , 
639,7/3/2024 13:05:00,native_speaker3,look up,5_sample_text_doktorwein.txt,nimmt
640,7/3/2024 13:05:00,native_speaker3,receive lookup results, , 
641,7/3/2024 13:05:03,native_speaker3,look up,5_sample_text_doktorwein.txt,reitet
642,7/3/2024 13:05:04,native_speaker3,receive lookup results, , 
643,7/3/2024 13:05:31,native_speaker3,look up,5_sample_text_doktorwein.txt,trinkt
644,7/3/2024 13:05:32,native_speaker3,receive lookup results, , 
645,7/3/2024 13:05:35,native_speaker3,look up,5_sample_text_doktorwein.txt,dar
646,7/3/2024 13:05:37,native_speaker3,receive lookup results, , 
647,7/3/2024 13:07:30,native_speaker3,select file to upload, , 
648,7/3/2024 13:07:40,native_speaker3,log in, , 
649,7/3/2024 13:07:43,native_speaker3,select file to upload, , 
650,7/3/2024 13:07:43,native_speaker3,upload file: compound_words_3 .txt, , 
651,7/3/2024 13:07:45,native_speaker3,open file,5_compound_words_3_.txt, 
652,7/3/2024 13:08:18,native_speaker3,select file to upload, , 
653,7/3/2024 13:08:18,native_speaker3,upload file: compound_words_3 .txt, , 
654,7/3/2024 13:08:20,native_speaker3,open file,5_compound_words_3_.txt, 
655,7/3/2024 13:08:51,native_speaker3,delete file: 5_compound_words_3_.txt, , 
656,7/3/2024 13:08:53,native_speaker3,select file to upload, , 
657,7/3/2024 13:08:53,native_speaker3,upload file: compound_words_3 .txt, , 
658,7/3/2024 13:08:54,native_speaker3,open file,5_compound_words_3_.txt, 
659,7/3/2024 13:08:58,native_speaker3,look up,5_compound_words_3_.txt,Rindfleischetikettierungsüberwachungsaufgabenübertragungsgesetz
660,7/3/2024 13:08:59,native_speaker3,receive lookup results, , 
661,7/3/2024 13:09:01,native_speaker3,decompound,5_compound_words_3_.txt,Rindfleischetikettierungsüberwachungsaufgabenübertragungsgesetz
662,7/3/2024 13:09:07,native_speaker3,receive decompound results, , 
663,7/3/2024 13:09:15,native_speaker3,look up,5_compound_words_3_.txt,Bezirksschornsteinfegermeister
664,7/3/2024 13:09:16,native_speaker3,receive lookup results, , 
665,7/3/2024 13:09:17,native_speaker3,decompound,5_compound_words_3_.txt,Bezirksschornsteinfegermeister
666,7/3/2024 13:09:22,native_speaker3,receive decompound results, , 
667,7/3/2024 13:09:31,native_speaker3,look up,5_compound_words_3_.txt,Betäubungsmittelverschreibungsverordnung
668,7/3/2024 13:09:31,native_speaker3,receive lookup results, , 
669,7/3/2024 13:09:33,native_speaker3,decompound,5_compound_words_3_.txt,Betäubungsmittelverschreibungsverordnung
670,7/3/2024 13:09:38,native_speaker3,receive decompound results, , 
671,7/3/2024 13:09:46,native_speaker3,open file,5_sample_text_doktorwein.txt, 
672,7/3/2024 13:09:58,native_speaker3,look up,5_sample_text_doktorwein.txt,entzückt
673,7/3/2024 13:09:58,native_speaker3,receive lookup results, , 
674,7/3/2024 13:10:04,native_speaker3,look up,5_sample_text_doktorwein.txt,ein
675,7/3/2024 13:10:04,native_speaker3,receive lookup results, , 
676,7/3/2024 13:15:54,native_speaker3,open file,5_sample_text_doktorwein.txt, 
677,7/3/2024 13:15:58,native_speaker3,look up,5_sample_text_doktorwein.txt,todtkrant
678,7/3/2024 13:15:59,native_speaker3,receive lookup results, , 
679,7/3/2024 13:16:03,native_speaker3,look up,5_sample_text_doktorwein.txt,fromm
680,7/3/2024 13:16:04,native_speaker3,receive lookup results, , 
681,7/3/2024 13:16:08,native_speaker3,look up,5_sample_text_doktorwein.txt,darnieder
682,7/3/2024 13:16:08,native_speaker3,receive lookup results, , 
683,7/3/2024 13:16:15,native_speaker3,look up,5_sample_text_doktorwein.txt,schrie’n
684,7/3/2024 13:16:17,native_speaker3,receive lookup results, , 
685,7/3/2024 13:16:19,native_speaker3,search all results,5_sample_text_doktorwein.txt,schrie
686,7/3/2024 13:16:20,native_speaker3,receive lookup results, , 
687,7/3/2024 13:16:41,native_speaker3,look up,5_sample_text_doktorwein.txt,auf
688,7/3/2024 13:16:42,native_speaker3,receive lookup results, , 
689,7/3/2024 13:30:40,native_speaker3,log in, , 
690,7/3/2024 13:30:43,native_speaker3,open file,5_sample_text_doktorwein.txt, 
691,7/3/2024 13:31:04,native_speaker4,log in, , 
692,7/3/2024 13:31:10,native_speaker4,select file to upload, , 
693,7/3/2024 13:31:11,native_speaker4,upload file: sample_text_Feuerzeug.txt, , 
694,7/3/2024 13:31:12,native_speaker4,open file,6_sample_text_Feuerzeug.txt, 
695,7/3/2024 13:31:17,native_speaker4,look up,6_sample_text_Feuerzeug.txt,hohl
696,7/3/2024 13:31:18,native_speaker4,receive lookup results, , 
697,7/3/2024 13:31:23,native_speaker4,look up,6_sample_text_Feuerzeug.txt,marschiert
698,7/3/2024 13:31:24,native_speaker4,receive lookup results, , 
699,7/3/2024 13:32:16,native_speaker4,look up,6_sample_text_Feuerzeug.txt,Gänseeier
700,7/3/2024 13:32:17,native_speaker4,receive lookup results, , 
701,7/3/2024 13:32:19,native_speaker4,decompound,6_sample_text_Feuerzeug.txt,Gänseeier
702,7/3/2024 13:32:24,native_speaker4,receive decompound results, , 
703,7/3/2024 13:32:28,native_speaker4,look up,6_sample_text_Feuerzeug.txt,an
704,7/3/2024 13:32:29,native_speaker4,receive lookup results, , 
705,7/3/2024 13:33:36,native_speaker4,look up,6_sample_text_Feuerzeug.txt,hinauf
706,7/3/2024 13:33:37,native_speaker4,receive lookup results, , 
707,7/3/2024 13:33:49,native_speaker4,look up,6_sample_text_Feuerzeug.txt,warf
708,7/3/2024 13:33:51,native_speaker4,receive lookup results, , 
709,7/3/2024 13:33:57,native_speaker4,search all results,6_sample_text_Feuerzeug.txt,fortwerfen
710,7/3/2024 13:33:57,native_speaker4,receive lookup results, , 
711,7/3/2024 13:34:06,native_speaker4,look up,6_sample_text_Feuerzeug.txt,Kopenhagen
712,7/3/2024 13:34:06,native_speaker4,receive lookup results, , 
713,7/3/2024 13:34:11,native_speaker4,look up,6_sample_text_Feuerzeug.txt,fort
714,7/3/2024 13:34:11,native_speaker4,receive lookup results, , 
715,7/3/2024 13:34:23,native_speaker4,look up,6_sample_text_Feuerzeug.txt,empor
716,7/3/2024 13:34:23,native_speaker4,receive lookup results, , 
717,7/3/2024 13:34:32,native_speaker4,look up,6_sample_text_Feuerzeug.txt,zog
718,7/3/2024 13:34:34,native_speaker4,receive lookup results, , 
719,7/3/2024 13:37:42,native_speaker4,look up,6_sample_text_Feuerzeug.txt,herabstieg
720,7/3/2024 13:37:43,native_speaker4,receive lookup results, , 
721,7/3/2024 13:37:52,native_speaker4,look up,6_sample_text_Feuerzeug.txt,an
722,7/3/2024 13:37:53,native_speaker4,receive lookup results, , 
723,7/3/2024 13:38:00,native_speaker4,look up,6_sample_text_Feuerzeug.txt,mausetot
724,7/3/2024 13:38:00,native_speaker4,receive lookup results, , 
725,7/3/2024 13:38:08,native_speaker4,look up,6_sample_text_Feuerzeug.txt,aus
726,7/3/2024 13:38:09,native_speaker4,receive lookup results, , 
727,7/3/2024 13:38:23,native_speaker4,look up,6_sample_text_Feuerzeug.txt,sprang
728,7/3/2024 13:38:23,native_speaker4,receive lookup results, , 
729,7/3/2024 13:40:18,native_speaker4,select file to upload, , 
730,7/3/2024 13:40:19,native_speaker4,upload file: compound_words_4.txt, , 
731,7/3/2024 13:40:21,native_speaker4,open file,6_compound_words_4.txt, 
732,7/3/2024 13:40:24,native_speaker4,look up,6_compound_words_4.txt,Rechtsschutzversicherungsgesellschaften
733,7/3/2024 13:40:24,native_speaker4,receive lookup results, , 
734,7/3/2024 13:40:26,native_speaker4,decompound,6_compound_words_4.txt,Rechtsschutzversicherungsgesellschaften
735,7/3/2024 13:40:31,native_speaker4,receive decompound results, , 
736,7/3/2024 13:40:36,native_speaker4,look up,6_compound_words_4.txt,Arbeiterunfallverischerungsgesetz
